Income,Age,Dependents,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,total_expenses,actual_savings,savings_diff,savings_ratio,spend_ratio,total_potential_savings,goal_achieved,Occupation_encoded,City_Tier_encoded
0.07626802125379493,0.5868554714936012,-1.407997948107892,0.46203606298767014,-0.4787370625281051,0.5033564266408984,0.2885525297215973,-0.025314676052779594,0.12820038974677908,0.058651209566307996,0.1612478678065441,-0.07135044675178943,-0.8063452452373845,0.0011502256941145752,13.890948127514209,6200.537192442157,11265.6277068517,1685.696221820344,328.895281163744,465.7691723793779,195.1513197044244,678.292858894135,67.68247059153573,0.0,85.7355167261814,33371.621928834225,0.052661187975985124,1.8189894035458565e-12,-0.028192042808199824,0.028192042808198682,0.3600890346303763,1,2,0
-0.36804790211098787,-0.5178413770427093,0.0028569812319131824,-0.40455766082594885,-0.4787370625281051,-0.39219352111465466,-0.47404778973836015,-0.4356062934202169,-0.5483705752749811,-0.2677076743793566,-0.3483400278053006,-0.3229060021504175,-0.3055245482879953,-0.31516988534268264,7.160375737936883,1923.1764339045449,9676.818732684447,540.3065609743139,119.3471392729626,141.8660892207998,234.13116770757009,286.6684081170868,6.603211579465993,56.30687375031202,97.38860573311446,17181.777859045094,-0.08266781136401735,1.8189894035458565e-12,1.0820955058254653,-1.082095505825466,-0.42567411031339164,1,1,1
0.2194784301493969,-0.4441949204736219,-0.7025704834379894,-0.16861404808281458,0.5984336435259265,0.5002148392485055,0.21993496094347204,0.19387683009315074,0.03506787304211899,0.18432275221474073,0.3422544368015478,0.3165818975453094,0.21355740699534687,-0.23926893364583315,13.9978075391687,7050.360421687626,13891.450624290315,1466.0739836139662,473.54975177871074,410.85712937681257,459.9652564827151,488.3834232749426,7.290892451943464,106.65359736162743,138.54242192398323,36476.15445928645,0.27631928258566874,0.0,0.2127811964032022,-0.2127811964032022,0.37720207211824336,1,3,2
1.4962461182169908,-1.4752453124408451,-1.407997948107892,0.6594821157657664,1.111628593836621,2.3004801191577275,1.8834007571410623,1.6508637465642138,2.415182754228588,0.9465128130195808,1.4362624062671918,1.7861289587596014,-0.8063452452373845,2.0065147299984556,16.45543971526684,16694.965136405768,31617.95361466108,1875.9327700858253,762.0207885828804,1241.0174478115837,320.1905938249095,1389.8150326091811,193.5027543462559,0.0,296.0411827445534,69837.64663233022,1.786198664241217,3.637978807091713e-12,0.5815739657634506,-0.5815739657634506,1.3580274989444383,1,2,2
-0.41761394990361084,0.8077948412008632,1.4137119105717184,-0.4474215839633203,0.24822228387066533,-0.5486777283592137,-0.43117793528793347,-0.5356946998474118,-0.5190452342414993,-0.5296684466085602,-0.559783345442397,-0.30340839407262865,-0.3398999757167607,-0.3728323424946889,7.533982196578117,1874.0994338344517,6265.700532103096,788.9531239694041,68.16076563734855,61.71250516811943,187.17375009486523,194.11712989682545,47.29459127462688,67.38812048153109,96.5570761532972,18609.583015628865,-0.3732145166135245,0.0,-0.0333076764566514,0.0333076764566514,-0.41452030283598984,1,0,1
-0.41760578467818565,1.1760271240463,1.4137119105717184,-0.4474145228073353,-0.4787370625281051,-0.2791864518635818,-0.3883372940716842,-0.3541646908039572,-0.27860617298949125,-0.46866706415908493,-0.586886579572869,-0.3935738412985295,-0.15959936033083097,-0.5069064469528934,5.9442415409980445,1478.6663590860635,7599.265299650189,957.6191160978576,521.683848125779,135.92586532351916,148.9523258765519,86.56725555959414,13.14368313838549,33.96184273790608,96.6759246838882,17276.34496765725,-0.25962629519639563,0.0,0.5182668238722192,-0.5182668238722192,-0.22699759182767265,1,2,1
1.612808974086456,0.8814412977699506,-1.407997948107892,1.3084555945923646,-0.4787370625281051,1.9459922211457843,1.5061522193677956,1.3656752975597708,1.9769176110146969,0.7910894403386317,1.465593334993204,1.3168646745908916,-0.8063452452373845,2.3032205980640654,17.338501566220952,18399.564591550105,41595.32572289698,2799.2346580002645,912.9585991955475,438.0097899965057,541.7023631137348,838.2999886442497,111.85758821687008,0.0,409.453143002822,64524.36703876778,2.6360351174612244,0.0,1.4080492557639295,-1.40804925576393,1.347546888738263,1,2,1
0.34602900288769883,-0.07596263762818513,-0.7025704834379894,0.21296459348199326,1.4615519372045276,0.20122636230733126,0.5935101521201546,0.24323606261803082,0.18902005084115903,-0.15391012037546492,-0.05668080157558958,0.5597664106230128,0.9753830231492279,0.02306338337523396,11.972313337769307,6636.413892703046,8465.944597092319,1059.4996401341882,838.1637000499502,466.1792578821057,327.90205887320263,353.4116495524101,92.73953758904796,116.12172653106074,71.52096334085267,46965.39691121094,-0.18580568870528885,0.0,-1.0535658360930087,1.053565836093008,0.28957609611754725,1,0,1
-0.5242915997625203,-0.665134290180884,1.4137119105717184,-0.3169954287611081,0.35329298593523745,-0.2923427530076373,-0.42471672240893227,-0.5752121312468136,-0.5222629116661393,-0.6921640501817726,-0.6277428479594639,-0.5115369586207399,-0.1804573217594734,-0.45501188192205966,6.304983639055541,362.9178724283629,362.9178724283629,822.974022717233,212.99805916314264,85.48914206375149,97.81294649939096,252.34438341735176,9.984249639318367,59.95784809199136,80.75435332894958,20243.815248338324,-0.8759921844410788,0.0,-2.4438391068503424,2.4438391068503424,-0.37145675665441963,1,1,0
0.1179424292711903,-0.8124272033190587,-0.7025704834379894,0.01571898291670021,-0.4787370625281051,0.4522912199867793,-0.02780882652338249,-0.07666558482784906,0.3904187393487513,-0.2902926169384503,0.17458215745673014,-0.008183832348276028,0.18966246396746622,0.10530189601541776,12.126401429533283,5615.1047449505895,15690.256276016116,962.0198876930228,380.27226241830766,598.8829040322513,188.31164182806216,793.6444698685805,34.87304365475653,39.73884111096927,203.1466749526172,30614.53395858113,0.42953503905052864,0.0,0.8614883119719983,-0.8614883119719983,0.24119902992335135,1,3,1
